DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-05-26	28120872	Li X	2017-01-25	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/28120872	Genome-wide association study identifies four SNPs associated with response to platinum-based neoadjuvant chemotherapy for cervical cancer.	Response to platinum-based neoadjuvant chemotherapy in cervical cancer	66 Han Chinese ancestry non-responder cases, 160 Han Chinese ancestry responder cases	79 Han Chinese ancestry non-responder cases, 291 Han Chinese ancestry responder cases	4q34.3	4	179391655	intergenic	LOC105377563 - LOC105377564	105377563	105377564		574329	572791	rs6812281-T	rs6812281	0	6812281	intron_variant	1	0.18	9E-9	8.045757490560675		2.37	[1.77-3.18]	Affymetrix [657178]	N	cervical carcinoma, response to platinum-based neoadjuvant chemotherapy	http://www.ebi.ac.uk/efo/EFO_0001061, http://www.ebi.ac.uk/efo/EFO_0007943	GCST004097	Genome-wide genotyping array
2017-05-26	28120872	Li X	2017-01-25	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/28120872	Genome-wide association study identifies four SNPs associated with response to platinum-based neoadjuvant chemotherapy for cervical cancer.	Response to platinum-based neoadjuvant chemotherapy in cervical cancer	66 Han Chinese ancestry non-responder cases, 160 Han Chinese ancestry responder cases	79 Han Chinese ancestry non-responder cases, 291 Han Chinese ancestry responder cases	14q32.11	14	90698719	CALM1, TTC7B, NRDE2, PSMC1, RPS18P2, RPS6KA5, RNU7- 30P, C14orf159, SNORA11B	TTC7B, LOC105370622			145567, 105370622			rs1742101-G	rs1742101	0	1742101	non_coding_transcript_exon_variant	0	0.5	7E-6	5.154901959985743		1.92	[1.45-2.56]	Affymetrix [657178]	N	cervical carcinoma, response to platinum-based neoadjuvant chemotherapy	http://www.ebi.ac.uk/efo/EFO_0001061, http://www.ebi.ac.uk/efo/EFO_0007943	GCST004097	Genome-wide genotyping array
2017-05-26	28120872	Li X	2017-01-25	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/28120872	Genome-wide association study identifies four SNPs associated with response to platinum-based neoadjuvant chemotherapy for cervical cancer.	Response to platinum-based neoadjuvant chemotherapy in cervical cancer	66 Han Chinese ancestry non-responder cases, 160 Han Chinese ancestry responder cases	79 Han Chinese ancestry non-responder cases, 291 Han Chinese ancestry responder cases	16q23.3	16	83706502	MIR3182, HSBP1, MLYCO, OSGIN1, NECAB2, SLC38A8, RNA5SP432, MBTPS1, HSDL1, CDH13, DNAAF1, TAF1C, ADAD2	LOC105371366, CDH13			105371366, 1012			rs1364121-A	rs1364121	0	1364121	intron_variant	0	0.25	3E-6	5.522878745280337		1.98	[1.49-2.64]	Affymetrix [657178]	N	cervical carcinoma, response to platinum-based neoadjuvant chemotherapy	http://www.ebi.ac.uk/efo/EFO_0001061, http://www.ebi.ac.uk/efo/EFO_0007943	GCST004097	Genome-wide genotyping array
2011-11-24	22020760	Won HH	2011-10-21	Cancer	www.ncbi.nlm.nih.gov/pubmed/22020760	Polymorphic markers associated with severe oxaliplatin-induced, chronic peripheral neuropathy in colon cancer patients.	Response to platinum-based agents	96 colon cancer cases	247 colon cancer cases	7q21.3	7	97600466	TAC1	RN7SKP104 - TAC1	106480865	6863		1206	131493	rs10486003-?	rs10486003	0	10486003	intergenic_variant	1	NR	5E-7	6.301029995663981		3.13	[1.92-5.26]	Affymetrix [656843]	N	response to platinum based chemotherapy	http://www.ebi.ac.uk/efo/EFO_0004647	GCST001291	Genome-wide genotyping array
2011-11-24	22020760	Won HH	2011-10-21	Cancer	www.ncbi.nlm.nih.gov/pubmed/22020760	Polymorphic markers associated with severe oxaliplatin-induced, chronic peripheral neuropathy in colon cancer patients.	Response to platinum-based agents	96 colon cancer cases	247 colon cancer cases	6p25.3	6	1573378	FOXC1, GMDS	LOC107986555			107986555			rs2338-?	rs2338	0	2338	intergenic_variant	0	NR	5E-6	5.301029995663981		2.27	[1.58-3.26]	Affymetrix [656843]	N	response to platinum based chemotherapy	http://www.ebi.ac.uk/efo/EFO_0004647	GCST001291	Genome-wide genotyping array
2011-11-24	22020760	Won HH	2011-10-21	Cancer	www.ncbi.nlm.nih.gov/pubmed/22020760	Polymorphic markers associated with severe oxaliplatin-induced, chronic peripheral neuropathy in colon cancer patients.	Response to platinum-based agents	96 colon cancer cases	247 colon cancer cases	5q11.2	5	52724562	ITGA1, PELO	LOC105378964			105378964			rs830884-?	rs830884	0	830884	intron_variant	0	NR	2E-6	5.698970004336019		3.13	[1.85-5.26]	Affymetrix [656843]	N	response to platinum based chemotherapy	http://www.ebi.ac.uk/efo/EFO_0004647	GCST001291	Genome-wide genotyping array
2013-11-14	23648065	Low SK	2013-05-04	Cancer Sci	www.ncbi.nlm.nih.gov/pubmed/23648065	Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.	Adverse response to chemotherapy (neutropenia/leucopenia) (all platinum-based drugs)	428 Japanese ancestry cases, 743 Japanese ancestry controls	NA	15q24.2	15	75157333	RPL36AP45	LOC107987225 - RPL36AP45	107987225	441727		1797	29318	rs4886670-A	rs4886670	0	4886670	intergenic_variant	1	0.227	1E-6	6.0	(Allelic model)	1.605	[1.330-1.937]	Illumina [733202]	N	response to platinum based chemotherapy, response to antineoplastic agent	http://www.ebi.ac.uk/efo/EFO_0004647, http://purl.obolibrary.org/obo/GO_0097327	GCST001998	Genome-wide genotyping array
2013-11-14	23648065	Low SK	2013-05-04	Cancer Sci	www.ncbi.nlm.nih.gov/pubmed/23648065	Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.	Adverse response to chemotherapy (neutropenia/leucopenia) (all platinum-based drugs)	428 Japanese ancestry cases, 743 Japanese ancestry controls	NA	19q12	19	30446936	ZNF536	ZNF536			9745			rs33428-G	rs33428	0	33428	intron_variant	0	0.403	3E-6	5.522878745280337	(Dominant model)	1.375	[1.160-1.629]	Illumina [733202]	N	response to platinum based chemotherapy, response to antineoplastic agent	http://www.ebi.ac.uk/efo/EFO_0004647, http://purl.obolibrary.org/obo/GO_0097327	GCST001998	Genome-wide genotyping array
2013-11-14	23648065	Low SK	2013-05-04	Cancer Sci	www.ncbi.nlm.nih.gov/pubmed/23648065	Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.	Adverse response to chemotherapy (neutropenia/leucopenia) (all platinum-based drugs)	428 Japanese ancestry cases, 743 Japanese ancestry controls	NA	14q11.2	14	22468664	TRA	TRA, LOC105370401			6955, 105370401			rs12589282-G	rs12589282	0	12589282	intron_variant	0	0.437	4E-6	5.3979400086720375	(Recessive model)	1.48	[1.25-1.752]	Illumina [733202]	N	response to platinum based chemotherapy, response to antineoplastic agent	http://www.ebi.ac.uk/efo/EFO_0004647, http://purl.obolibrary.org/obo/GO_0097327	GCST001998	Genome-wide genotyping array
2013-11-14	23648065	Low SK	2013-05-04	Cancer Sci	www.ncbi.nlm.nih.gov/pubmed/23648065	Genome-wide association study of chemotherapeutic agent-induced severe neutropenia/leucopenia for patients in Biobank Japan.	Adverse response to chemotherapy (neutropenia/leucopenia) (all platinum-based drugs)	428 Japanese ancestry cases, 743 Japanese ancestry controls	NA	3p14.1	3	66475539	LRIG1	LRIG1			26018			rs3845905-G	rs3845905	0	3845905	intron_variant	0	0.85	4E-6	5.3979400086720375	(Allelic model)	1.894	[1.433-2.503]	Illumina [733202]	N	response to platinum based chemotherapy, response to antineoplastic agent	http://www.ebi.ac.uk/efo/EFO_0004647, http://purl.obolibrary.org/obo/GO_0097327	GCST001998	Genome-wide genotyping array
