DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2009-09-28	17903307	Wilk JB	2007-09-19	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903307	Framingham Heart Study genome-wide association: results for pulmonary function measures.	Mean forced vital capacity from 2 exams	Up to 1,222 individuals	NA	7q21.3	7	94424688	COL1A2	COL1A2			1278			rs441051-?	rs441051	0	441051	non_coding_transcript_exon_variant	0	NR	2E-6	5.698970004336019	(meanFVC)			Affymetrix [70897]	N	vital capacity	http://www.ebi.ac.uk/efo/EFO_0004312	GCST000099	Genome-wide genotyping array
2009-09-28	17903307	Wilk JB	2007-09-19	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903307	Framingham Heart Study genome-wide association: results for pulmonary function measures.	Mean forced vital capacity from 2 exams	Up to 1,222 individuals	NA	4q25	4	107194065	intergenic	VN1R23P - RAC1P5	100312845	402183		56776	8588	rs10516541-?	rs10516541	0	10516541	intron_variant	1	NR	4E-6	5.3979400086720375	(meanFVC)			Affymetrix [70897]	N	vital capacity	http://www.ebi.ac.uk/efo/EFO_0004312	GCST000099	Genome-wide genotyping array
2018-01-12	29095316	Suh Y	2017-11-01	Medicine (Baltimore)	www.ncbi.nlm.nih.gov/pubmed/29095316	Genome-wide association study for genetic variants related with maximal voluntary ventilation reveals two novel genomic signals associated with lung function.	Lung function (forced vital capacity)	8,842 Korean ancestry individuals	NA	2q32.1	2	184295785	LOC102724340	LOC102724340, LOC105373776			102724340, 105373776			rs41434646-?	rs41434646	0	41434646	intergenic_variant	0	NR	1E-7	7.0		4.16	[NR] unit increase	Affymetrix [2476376] (imputed)	N	vital capacity	http://www.ebi.ac.uk/efo/EFO_0004312	GCST005131	Genome-wide genotyping array
2018-01-12	29095316	Suh Y	2017-11-01	Medicine (Baltimore)	www.ncbi.nlm.nih.gov/pubmed/29095316	Genome-wide association study for genetic variants related with maximal voluntary ventilation reveals two novel genomic signals associated with lung function.	Lung function (forced vital capacity)	8,842 Korean ancestry individuals	NA	4q27	4	120683279	intergenic	LOC107986308 - PRDM5	107986308	11107		282343	1628	rs1496255-?	rs1496255	0	1496255	regulatory_region_variant	1	NR	2E-9	8.698970004336019		5.5	[NR] unit increase	Affymetrix [2476376] (imputed)	N	vital capacity	http://www.ebi.ac.uk/efo/EFO_0004312	GCST005131	Genome-wide genotyping array
2014-03-28	24023788	Ong BA	2013-09-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24023788	Gene network analysis in a pediatric cohort identifies novel lung function genes.	Lung function (FVC)	1,015 European ancestry individuals, 541 African American individuals	NA	18q12.1	18	28544724	CDH2	CDH2 - ARIH2P1	1000	390844		367278	106688	rs879500-?	rs879500	0	879500	intergenic_variant	1		5E-6	5.301029995663981	(EA)			Illumina [up to 524000]	N	vital capacity	http://www.ebi.ac.uk/efo/EFO_0004312	GCST002162	Genome-wide genotyping array
2014-03-28	24023788	Ong BA	2013-09-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24023788	Gene network analysis in a pediatric cohort identifies novel lung function genes.	Lung function (FVC)	1,015 European ancestry individuals, 541 African American individuals	NA	10q21.3	10	66204615	CTNNA3	CTNNA3, LOC105378340			29119, 105378340			rs1471384-?	rs1471384	0	1471384	intron_variant	0		4E-6	5.3979400086720375	(AA)			Illumina [up to 524000]	N	vital capacity	http://www.ebi.ac.uk/efo/EFO_0004312	GCST002162	Genome-wide genotyping array
2014-03-28	24023788	Ong BA	2013-09-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24023788	Gene network analysis in a pediatric cohort identifies novel lung function genes.	Lung function (FVC)	1,015 European ancestry individuals, 541 African American individuals	NA	19q13.33	19	47845106	NR	CRX - TPRX2P	1406	503627		1776	15076	rs11668505-?	rs11668505	0	11668505	intergenic_variant	1		2E-6	5.698970004336019	(AA)			Illumina [up to 524000]	N	vital capacity	http://www.ebi.ac.uk/efo/EFO_0004312	GCST002162	Genome-wide genotyping array
2014-03-28	24023788	Ong BA	2013-09-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24023788	Gene network analysis in a pediatric cohort identifies novel lung function genes.	Lung function (FVC)	1,015 European ancestry individuals, 541 African American individuals	NA	2q31.3	2	181647129	NR	CERKL			375298			rs1441147-?	rs1441147	0	1441147	intron_variant	0		9E-6	5.045757490560675	(AA)			Illumina [up to 524000]	N	vital capacity	http://www.ebi.ac.uk/efo/EFO_0004312	GCST002162	Genome-wide genotyping array
2014-03-28	24023788	Ong BA	2013-09-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24023788	Gene network analysis in a pediatric cohort identifies novel lung function genes.	Lung function (FVC)	1,015 European ancestry individuals, 541 African American individuals	NA	18q21.1	18	48790717	NR	CTIF			9811			rs12455557-?	rs12455557	0	12455557	intron_variant	0		6E-6	5.221848749616356	(AA)			Illumina [up to 524000]	N	vital capacity	http://www.ebi.ac.uk/efo/EFO_0004312	GCST002162	Genome-wide genotyping array
2014-03-28	24023788	Ong BA	2013-09-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24023788	Gene network analysis in a pediatric cohort identifies novel lung function genes.	Lung function (FVC)	1,015 European ancestry individuals, 541 African American individuals	NA	13q34	13	109919863	NR	RN7SKP10 - LOC101927646	100873873	101927646		4443	115391	rs7323507-?	rs7323507	0	7323507	regulatory_region_variant	1		8E-6	5.096910013008056	(AA)			Illumina [up to 524000]	N	vital capacity	http://www.ebi.ac.uk/efo/EFO_0004312	GCST002162	Genome-wide genotyping array
