DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2010-09-22	20709820	Kong X	2010-08-13	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/20709820	Genome-wide association study identifies BICD1 as a susceptibility gene for emphysema.	Emphysema-related traits	2,383 European ancestry cases	NA	12p11.21	12	32227567	BICD1	BICD1, LOC100420186			636, 100420186			rs10844154-C	rs10844154	0	10844154	non_coding_transcript_exon_variant	0	0.58	6E-7	6.221848749616356	(qualitative)	1.46	[NR]	Illumina [499578]	N	emphysema	http://www.ebi.ac.uk/efo/EFO_0000464	GCST000770	Genome-wide genotyping array
2010-09-22	20709820	Kong X	2010-08-13	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/20709820	Genome-wide association study identifies BICD1 as a susceptibility gene for emphysema.	Emphysema-related traits	2,383 European ancestry cases	NA	8p23.2	8	2882980	CSMD1	LOC105377785 - LOC105377787	105377785	105377787		42072	16620	rs641525-T	rs641525	0	641525	intergenic_variant	1	0.95	5E-7	6.301029995663981	(qualitative)	2.19	[NR]	Illumina [499578]	N	emphysema	http://www.ebi.ac.uk/efo/EFO_0000464	GCST000770	Genome-wide genotyping array
2010-09-22	20709820	Kong X	2010-08-13	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/20709820	Genome-wide association study identifies BICD1 as a susceptibility gene for emphysema.	Emphysema-related traits	2,383 European ancestry cases	NA	7p12.1	7	52404754	AC006320.2	LOC107986796 - LOC101928257	107986796	101928257		45705	366636	rs1012036-C	rs1012036	0	1012036	intergenic_variant	1	0.77	5E-6	5.301029995663981	(qualitative)	1.47	[NR]	Illumina [499578]	N	emphysema	http://www.ebi.ac.uk/efo/EFO_0000464	GCST000770	Genome-wide genotyping array
2010-09-22	20709820	Kong X	2010-08-13	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/20709820	Genome-wide association study identifies BICD1 as a susceptibility gene for emphysema.	Emphysema-related traits	2,383 European ancestry cases	NA	10p15.3	10	1588626	ADARB2	ADARB2			105			rs2999399-T	rs2999399	0	2999399	intron_variant	0	0.76	6E-6	5.221848749616356	(qualitative)	1.47	[NR]	Illumina [499578]	N	emphysema	http://www.ebi.ac.uk/efo/EFO_0000464	GCST000770	Genome-wide genotyping array
2010-09-22	20709820	Kong X	2010-08-13	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/20709820	Genome-wide association study identifies BICD1 as a susceptibility gene for emphysema.	Emphysema-related traits	2,383 European ancestry cases	NA	10p11.22	10	33942347	PARD3	RPL23P11 - PARD3	100271297	56288		77624	167213	rs7905537-A	rs7905537	0	7905537	intergenic_variant	1	0.75	8E-7	6.096910013008056	(quantitative)	1.85	[NR] HU increase	Illumina [499578]	N	emphysema	http://www.ebi.ac.uk/efo/EFO_0000464	GCST000770	Genome-wide genotyping array
2010-09-22	20709820	Kong X	2010-08-13	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/20709820	Genome-wide association study identifies BICD1 as a susceptibility gene for emphysema.	Emphysema-related traits	2,383 European ancestry cases	NA	5p13.3	5	30661466	CDH6	HPRT1P2 - RPL19P11	3254	100270950		411985	392057	rs9292394-T	rs9292394	0	9292394	intergenic_variant	1	0.78	2E-6	5.698970004336019	(quantitative)	1.83	[NR] HU increase	Illumina [499578]	N	emphysema	http://www.ebi.ac.uk/efo/EFO_0000464	GCST000770	Genome-wide genotyping array
2010-09-22	20709820	Kong X	2010-08-13	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/20709820	Genome-wide association study identifies BICD1 as a susceptibility gene for emphysema.	Emphysema-related traits	2,383 European ancestry cases	NA	10q11.21	10	44824206	AL139 119.2	TMEM72-AS1			220980			rs7911712-A	rs7911712	0	7911712	intron_variant	0	0.15	6E-6	5.221848749616356	(quantitative)	2.05	[NR] HU increase	Illumina [499578]	N	emphysema	http://www.ebi.ac.uk/efo/EFO_0000464	GCST000770	Genome-wide genotyping array
2014-10-10	24383474	Manichaikul A	2014-01-02	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/24383474	Genome-wide study of percent emphysema on computed tomography in the general population. The Multi-Ethnic Study of Atherosclerosis Lung/SNP Health Association Resource Study.	Pulmonary emphysema	2,587 European ancestry individuals, 2,510 African American individuals, 2,113 Hispanic individuals, 704 Chinese ancestry individuals	6,023 European ancestry individuals	19p13.13	19	12641611	MAN2B1	LOC105372279 - RPL10P16	105372279	284393		911	1601	rs10411619-T	rs10411619	0	10411619	intergenic_variant	1	0.956	1E-9	9.0	(Hispanic)	0.177	[0.12-0.23] unit decrease	Affymetrix [897981]	N	emphysema	http://www.ebi.ac.uk/efo/EFO_0000464	GCST002326	Genome-wide genotyping array
2014-10-10	24383474	Manichaikul A	2014-01-02	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/24383474	Genome-wide study of percent emphysema on computed tomography in the general population. The Multi-Ethnic Study of Atherosclerosis Lung/SNP Health Association Resource Study.	Pulmonary emphysema	2,587 European ancestry individuals, 2,510 African American individuals, 2,113 Hispanic individuals, 704 Chinese ancestry individuals	6,023 European ancestry individuals	4p15.2	4	24514008	DHX15	PPARGC1A - MIR573	10891	693158		41033	6184	rs7698250-T	rs7698250	0	7698250	intergenic_variant	1	0.027	2E-10	9.698970004336019	(Chinese)	0.463	[0.32-0.61] unit increase	Affymetrix [897981]	N	emphysema	http://www.ebi.ac.uk/efo/EFO_0000464	GCST002326	Genome-wide genotyping array
2014-10-10	24383474	Manichaikul A	2014-01-02	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/24383474	Genome-wide study of percent emphysema on computed tomography in the general population. The Multi-Ethnic Study of Atherosclerosis Lung/SNP Health Association Resource Study.	Pulmonary emphysema	2,587 European ancestry individuals, 2,510 African American individuals, 2,113 Hispanic individuals, 704 Chinese ancestry individuals	6,023 European ancestry individuals	17q25.2	17	76992362	MGAT5B	LOC105371899 - SNHG20	105371899	654434		23163	96281	rs7221059-C	rs7221059	0	7221059	intergenic_variant	1	0.974	3E-8	7.522878745280337	(Chinese)	0.328	[0.21-0.44] unit decrease	Affymetrix [897981]	N	emphysema	http://www.ebi.ac.uk/efo/EFO_0000464	GCST002326	Genome-wide genotyping array
