DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2016-09-19	26417704	Corvol H	2015-09-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/26417704	Genome-wide association meta-analysis identifies five modifier loci of lung disease severity in cystic fibrosis.	Lung disease severity in cystic fibrosis	4,139 European and other ancestry p.Phe508del homozygote cases,  2,226 European and other ancestry cases	NA	Xq23	X	116217020	AGTR2, SLC6A14	AGTR2 - RNU6-154P	186	106481878		42048	183829	rs7879546-C	rs7879546	0	7879546	intergenic_variant	1	0.48	5E-10	9.301029995663981	(EA, fixed)			Illumina [8520458] (imputed)	N	Cystic fibrosis, lung disease severity measurement	http://www.orpha.net/ORDO/Orphanet_586, http://www.ebi.ac.uk/efo/EFO_0007744	GCST003143	Genome-wide genotyping array
2016-09-19	26417704	Corvol H	2015-09-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/26417704	Genome-wide association meta-analysis identifies five modifier loci of lung disease severity in cystic fibrosis.	Lung disease severity in cystic fibrosis	4,139 European and other ancestry p.Phe508del homozygote cases,  2,226 European and other ancestry cases	NA	Xq23	X	116255308	AGTR2, SLC6A14	AGTR2 - RNU6-154P	186	106481878		80336	145541	rs5952223-T	rs5952223	0	5952223	intergenic_variant	1	0.28	5E-8	7.301029995663981	(EA, p.Phe508del, fixed)			Illumina [8520458] (imputed)	N	Cystic fibrosis, lung disease severity measurement	http://www.orpha.net/ORDO/Orphanet_586, http://www.ebi.ac.uk/efo/EFO_0007744	GCST003143	Genome-wide genotyping array
2016-09-19	26417704	Corvol H	2015-09-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/26417704	Genome-wide association meta-analysis identifies five modifier loci of lung disease severity in cystic fibrosis.	Lung disease severity in cystic fibrosis	4,139 European and other ancestry p.Phe508del homozygote cases,  2,226 European and other ancestry cases	NA	Xq23	X	116217020	AGTR2, SLC6A14	AGTR2 - RNU6-154P	186	106481878		42048	183829	rs7879546-C	rs7879546	0	7879546	intergenic_variant	1	0.48	1E-9	9.0	(fixed)	0.07	[NR] unit increase	Illumina [8520458] (imputed)	N	Cystic fibrosis, lung disease severity measurement	http://www.orpha.net/ORDO/Orphanet_586, http://www.ebi.ac.uk/efo/EFO_0007744	GCST003143	Genome-wide genotyping array
2016-09-19	26417704	Corvol H	2015-09-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/26417704	Genome-wide association meta-analysis identifies five modifier loci of lung disease severity in cystic fibrosis.	Lung disease severity in cystic fibrosis	4,139 European and other ancestry p.Phe508del homozygote cases,  2,226 European and other ancestry cases	NA	Xq23	X	116217020	AGTR2, SLC6A14	AGTR2 - RNU6-154P	186	106481878		42048	183829	rs7879546-C	rs7879546	0	7879546	intergenic_variant	1	0.48	5E-6	5.301029995663981	(males, fixed)			Illumina [8520458] (imputed)	N	Cystic fibrosis, lung disease severity measurement	http://www.orpha.net/ORDO/Orphanet_586, http://www.ebi.ac.uk/efo/EFO_0007744	GCST003143	Genome-wide genotyping array
2016-09-19	26417704	Corvol H	2015-09-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/26417704	Genome-wide association meta-analysis identifies five modifier loci of lung disease severity in cystic fibrosis.	Lung disease severity in cystic fibrosis	4,139 European and other ancestry p.Phe508del homozygote cases,  2,226 European and other ancestry cases	NA	Xq23	X	116255308	AGTR2, SLC6A14	AGTR2 - RNU6-154P	186	106481878		80336	145541	rs5952223-T	rs5952223	0	5952223	intergenic_variant	1	0.28	3E-8	7.522878745280337	(p.Phe508del, fixed)	0.08	[NR] unit increase	Illumina [8520458] (imputed)	N	Cystic fibrosis, lung disease severity measurement	http://www.orpha.net/ORDO/Orphanet_586, http://www.ebi.ac.uk/efo/EFO_0007744	GCST003143	Genome-wide genotyping array
2016-09-19	26417704	Corvol H	2015-09-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/26417704	Genome-wide association meta-analysis identifies five modifier loci of lung disease severity in cystic fibrosis.	Lung disease severity in cystic fibrosis	4,139 European and other ancestry p.Phe508del homozygote cases,  2,226 European and other ancestry cases	NA	Xq23	X	116255308	AGTR2, SLC6A14	AGTR2 - RNU6-154P	186	106481878		80336	145541	rs5952223-T	rs5952223	0	5952223	intergenic_variant	1	0.28	9E-6	5.045757490560675	(p.Phe508del, males, fixed)			Illumina [8520458] (imputed)	N	Cystic fibrosis, lung disease severity measurement	http://www.orpha.net/ORDO/Orphanet_586, http://www.ebi.ac.uk/efo/EFO_0007744	GCST003143	Genome-wide genotyping array
2016-09-19	26417704	Corvol H	2015-09-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/26417704	Genome-wide association meta-analysis identifies five modifier loci of lung disease severity in cystic fibrosis.	Lung disease severity in cystic fibrosis	4,139 European and other ancestry p.Phe508del homozygote cases,  2,226 European and other ancestry cases	NA	11p13	11	34830213	APIP, EHF	LOC102723568			102723568			rs546131-G	rs546131	0	546131	intergenic_variant	0	0.36	7E-9	8.154901959985743	(EA, fixed)			Illumina [8520458] (imputed)	N	Cystic fibrosis, lung disease severity measurement	http://www.orpha.net/ORDO/Orphanet_586, http://www.ebi.ac.uk/efo/EFO_0007744	GCST003143	Genome-wide genotyping array
2016-09-19	26417704	Corvol H	2015-09-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/26417704	Genome-wide association meta-analysis identifies five modifier loci of lung disease severity in cystic fibrosis.	Lung disease severity in cystic fibrosis	4,139 European and other ancestry p.Phe508del homozygote cases,  2,226 European and other ancestry cases	NA	11p13	11	34784302	APIP, EHF	LOC102723568			102723568			rs7929679-G	rs7929679	0	7929679	regulatory_region_variant	0	0.5	1E-9	9.0	(EA, p.Phe508del, fixed)			Illumina [8520458] (imputed)	N	Cystic fibrosis, lung disease severity measurement	http://www.orpha.net/ORDO/Orphanet_586, http://www.ebi.ac.uk/efo/EFO_0007744	GCST003143	Genome-wide genotyping array
2016-09-19	26417704	Corvol H	2015-09-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/26417704	Genome-wide association meta-analysis identifies five modifier loci of lung disease severity in cystic fibrosis.	Lung disease severity in cystic fibrosis	4,139 European and other ancestry p.Phe508del homozygote cases,  2,226 European and other ancestry cases	NA	11p13	11	34830213	APIP, EHF	LOC102723568			102723568			rs546131-G	rs546131	0	546131	intergenic_variant	0	0.36	3E-9	8.522878745280337	(fixed)	0.09	[NR] unit decrease	Illumina [8520458] (imputed)	N	Cystic fibrosis, lung disease severity measurement	http://www.orpha.net/ORDO/Orphanet_586, http://www.ebi.ac.uk/efo/EFO_0007744	GCST003143	Genome-wide genotyping array
2016-09-19	26417704	Corvol H	2015-09-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/26417704	Genome-wide association meta-analysis identifies five modifier loci of lung disease severity in cystic fibrosis.	Lung disease severity in cystic fibrosis	4,139 European and other ancestry p.Phe508del homozygote cases,  2,226 European and other ancestry cases	NA	11p13	11	34784302	APIP, EHF	LOC102723568			102723568			rs7929679-G	rs7929679	0	7929679	regulatory_region_variant	0	0.5	1E-7	7.0	(males, p.Phe508del, fixed)			Illumina [8520458] (imputed)	N	Cystic fibrosis, lung disease severity measurement	http://www.orpha.net/ORDO/Orphanet_586, http://www.ebi.ac.uk/efo/EFO_0007744	GCST003143	Genome-wide genotyping array
