DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2014-03-28	24023788	Ong BA	2013-09-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24023788	Gene network analysis in a pediatric cohort identifies novel lung function genes.	Lung function (FEV1/FVC)	1,015 European ancestry individuals, 541 African American individuals	NA	10q11.21	10	45058281	NR	DUXAP4 - CEP164P1	503633	100289237		1055	12484	rs12358699-?	rs12358699	0	12358699	intron_variant	1		9E-6	5.045757490560675	(EA)			Illumina [up to 524000]	N	FEV/FEC ratio	http://www.ebi.ac.uk/efo/EFO_0004713	GCST002164	Genome-wide genotyping array
2014-03-28	24023788	Ong BA	2013-09-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24023788	Gene network analysis in a pediatric cohort identifies novel lung function genes.	Lung function (FEV1/FVC)	1,015 European ancestry individuals, 541 African American individuals	NA	2q14.3	2	127762223	NR	WDR33			55339			rs13013415-?	rs13013415	0	13013415	intron_variant	0		3E-6	5.522878745280337	(AA)			Illumina [up to 524000]	N	FEV/FEC ratio	http://www.ebi.ac.uk/efo/EFO_0004713	GCST002164	Genome-wide genotyping array
2014-03-28	24023788	Ong BA	2013-09-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24023788	Gene network analysis in a pediatric cohort identifies novel lung function genes.	Lung function (FEV1/FVC)	1,015 European ancestry individuals, 541 African American individuals	NA	16p13.12	16	13145040	NR	SHISA9			729993			rs150063-?	rs150063	0	150063	intron_variant	0		9E-6	5.045757490560675	(AA)			Illumina [up to 524000]	N	FEV/FEC ratio	http://www.ebi.ac.uk/efo/EFO_0004713	GCST002164	Genome-wide genotyping array
2014-03-28	24023788	Ong BA	2013-09-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24023788	Gene network analysis in a pediatric cohort identifies novel lung function genes.	Lung function (FEV1/FVC)	1,015 European ancestry individuals, 541 African American individuals	NA	4q21.1	4	77420506	NR	LOC105377295 - CXCL13	105377295	10563		9572	91247	rs7677281-?	rs7677281	0	7677281	intron_variant	1		6E-6	5.221848749616356	(AA)			Illumina [up to 524000]	N	FEV/FEC ratio	http://www.ebi.ac.uk/efo/EFO_0004713	GCST002164	Genome-wide genotyping array
2014-03-28	24023788	Ong BA	2013-09-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24023788	Gene network analysis in a pediatric cohort identifies novel lung function genes.	Lung function (FEV1/FVC)	1,015 European ancestry individuals, 541 African American individuals	NA	2p12	2	78312540	NR	LOC101927967 - CYCSP6	101927967	360159		21809	100244	rs2037723-?	rs2037723	0	2037723	intergenic_variant	1		3E-6	5.522878745280337	(AA)			Illumina [up to 524000]	N	FEV/FEC ratio	http://www.ebi.ac.uk/efo/EFO_0004713	GCST002164	Genome-wide genotyping array
2016-10-14	26634245	Lutz SM	2015-12-03	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/26634245	A genome-wide association study identifies risk loci for spirometric measures among smokers of European and African ancestry.	Pre bronchodilator FEV1/FVC ratio	6,659 European ancestry current and former smoker individuals	NA	15q25.1	15	78618839	CHRNA3	CHRNA3			1136			rs8040868-?	rs8040868	0	8040868	synonymous_variant	0	NR	2E-11	10.698970004336019		0.0173	unit decrease	Illumina [NR] (imputed)	N	FEV/FEC ratio	http://www.ebi.ac.uk/efo/EFO_0004713	GCST003267	Genome-wide genotyping array
2016-10-14	26634245	Lutz SM	2015-12-03	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/26634245	A genome-wide association study identifies risk loci for spirometric measures among smokers of European and African ancestry.	Pre bronchodilator FEV1/FVC ratio	6,659 European ancestry current and former smoker individuals	NA	15q25.1	15	78606381	CHRNA3	CHRNA3			1136			rs12914385-?	rs12914385	0	12914385	intron_variant	0	NR	1E-11	11.0		0.01751	unit decrease	Illumina [NR] (imputed)	N	FEV/FEC ratio	http://www.ebi.ac.uk/efo/EFO_0004713	GCST003267	Genome-wide genotyping array
2016-10-14	26634245	Lutz SM	2015-12-03	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/26634245	A genome-wide association study identifies risk loci for spirometric measures among smokers of European and African ancestry.	Pre bronchodilator FEV1/FVC ratio	6,659 European ancestry current and former smoker individuals	NA	15q25.1	15	78601997	CHRNA3	CHRNA3			1136			rs1051730-?	rs1051730	0	1051730	synonymous_variant	0	NR	9E-11	10.045757490560675		0.01729	unit decrease	Illumina [NR] (imputed)	N	FEV/FEC ratio	http://www.ebi.ac.uk/efo/EFO_0004713	GCST003267	Genome-wide genotyping array
2016-10-14	26634245	Lutz SM	2015-12-03	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/26634245	A genome-wide association study identifies risk loci for spirometric measures among smokers of European and African ancestry.	Pre bronchodilator FEV1/FVC ratio	6,659 European ancestry current and former smoker individuals	NA	15q25.1	15	78590583	CHRNA5	CHRNA5			1138			rs16969968-?	rs16969968	0	16969968	missense_variant	0	NR	2E-10	9.698970004336019		0.01709	unit decrease	Illumina [NR] (imputed)	N	FEV/FEC ratio	http://www.ebi.ac.uk/efo/EFO_0004713	GCST003267	Genome-wide genotyping array
2016-10-14	26634245	Lutz SM	2015-12-03	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/26634245	A genome-wide association study identifies risk loci for spirometric measures among smokers of European and African ancestry.	Pre bronchodilator FEV1/FVC ratio	6,659 European ancestry current and former smoker individuals	NA	15q25.1	15	78513681	AGPHD1	HYKK			123688			rs8034191-?	rs8034191	0	8034191	intron_variant	0	NR	2E-10	9.698970004336019		0.01688	unit decrease	Illumina [NR] (imputed)	N	FEV/FEC ratio	http://www.ebi.ac.uk/efo/EFO_0004713	GCST003267	Genome-wide genotyping array
