DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2011-08-06	21787189	Nyberg F	2011-07-01	Pharmacogenomics	www.ncbi.nlm.nih.gov/pubmed/21787189	Interstitial lung disease in gefitinib-treated Japanese patients with non-small-cell lung cancer: genome-wide analysis of genetic data.	Interstitial lung disease	80 Japanese ancestry cases, 194 Japanese ancestry controls	NA	5q33.1	5	151964997	intergenic	LOC101927115			101927115			rs170020-C	rs170020	0	170020	intron_variant	0	NR	4E-6	5.3979400086720375		2.96	[1.80-.5.00]	Illumina, Perlegen [465816]	N	interstitial lung disease	http://www.ebi.ac.uk/efo/EFO_0004244	GCST001136	Genome-wide genotyping array
2011-08-06	21787189	Nyberg F	2011-07-01	Pharmacogenomics	www.ncbi.nlm.nih.gov/pubmed/21787189	Interstitial lung disease in gefitinib-treated Japanese patients with non-small-cell lung cancer: genome-wide analysis of genetic data.	Interstitial lung disease	80 Japanese ancestry cases, 194 Japanese ancestry controls	NA	1q23.2	1	159783393	DUSP23	DUSP23 - LOC105371464	54935	105371464		847	17088	rs4233356-T	rs4233356	0	4233356	intergenic_variant	1	NR	9E-6	5.045757490560675		2.51	[1.64-3.84]	Illumina, Perlegen [465816]	N	interstitial lung disease	http://www.ebi.ac.uk/efo/EFO_0004244	GCST001136	Genome-wide genotyping array
2017-07-17	28500057	Bluett J	2017-05-12	Ann Rheum Dis	www.ncbi.nlm.nih.gov/pubmed/28500057	HLA-A 31:01 is not associated with the development of methotrexate pneumonitis in the UK population: results from a genome-wide association study.	Methotrexate-induced interstitial lung disease in rheumatoid arthritis	62 European ancestry cases, 175 European ancestry controls	NA	1q21.2	1	147733635	GJA5, ACP6	LOC105371230, LOC102723321			105371230, 102723321			rs6593803-?	rs6593803	0	6593803	intergenic_variant	0		2E-7	6.698970004336019		3.13	[NR]	Illumina [NR]	N	response to methotrexate, rheumatoid arthritis, interstitial lung disease	http://purl.obolibrary.org/obo/GO_0031427, http://www.ebi.ac.uk/efo/EFO_0000685, http://www.ebi.ac.uk/efo/EFO_0004244	GCST004358	Genome-wide genotyping array
2017-07-17	28500057	Bluett J	2017-05-12	Ann Rheum Dis	www.ncbi.nlm.nih.gov/pubmed/28500057	HLA-A 31:01 is not associated with the development of methotrexate pneumonitis in the UK population: results from a genome-wide association study.	Methotrexate-induced interstitial lung disease in rheumatoid arthritis	62 European ancestry cases, 175 European ancestry controls	NA	9q31.1	9	101611505	NR	GRIN3A			116443			rs9299346-?	rs9299346	0	9299346	intron_variant	0		2E-6	5.698970004336019		2.76	[NR]	Illumina [NR]	N	response to methotrexate, rheumatoid arthritis, interstitial lung disease	http://purl.obolibrary.org/obo/GO_0031427, http://www.ebi.ac.uk/efo/EFO_0000685, http://www.ebi.ac.uk/efo/EFO_0004244	GCST004358	Genome-wide genotyping array
2017-07-17	28500057	Bluett J	2017-05-12	Ann Rheum Dis	www.ncbi.nlm.nih.gov/pubmed/28500057	HLA-A 31:01 is not associated with the development of methotrexate pneumonitis in the UK population: results from a genome-wide association study.	Methotrexate-induced interstitial lung disease in rheumatoid arthritis	62 European ancestry cases, 175 European ancestry controls	NA	14q21.1	14	42913159	NR	YWHAQP1 - TUBBP3	319121	326106		105138	361809	rs1624005-?	rs1624005	0	1624005	intergenic_variant	1		7E-6	5.154901959985743		2.59	[NR]	Illumina [NR]	N	response to methotrexate, rheumatoid arthritis, interstitial lung disease	http://purl.obolibrary.org/obo/GO_0031427, http://www.ebi.ac.uk/efo/EFO_0000685, http://www.ebi.ac.uk/efo/EFO_0004244	GCST004358	Genome-wide genotyping array
2013-11-01	23583980	Fingerlin TE	2013-04-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583980	Genome-wide association study identifies multiple susceptibility loci for pulmonary fibrosis.	Interstitial lung disease	1,161 European ancestry cases, 4,683 European ancestry controls	876 European ancestry cases, 1,890 European ancestry controls	6p21.32	6	32222251	NR	NOTCH4			4855			rs3132946-A	rs3132946	0	3132946	intron_variant	0	0.12	8E-6	5.096910013008056		1.38	[1.21-1.57]	Illumina [439828]	N	interstitial lung disease	http://www.ebi.ac.uk/efo/EFO_0004244	GCST001968	Genome-wide genotyping array
2013-11-01	23583980	Fingerlin TE	2013-04-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583980	Genome-wide association study identifies multiple susceptibility loci for pulmonary fibrosis.	Interstitial lung disease	1,161 European ancestry cases, 4,683 European ancestry controls	876 European ancestry cases, 1,890 European ancestry controls	8q24.12	8	119941633	NR	DEPTOR			64798			rs7005380-G	rs7005380	0	7005380	intron_variant	0	0.63	2E-7	6.698970004336019		1.25	[1.15-1.37]	Illumina [439828]	N	interstitial lung disease	http://www.ebi.ac.uk/efo/EFO_0004244	GCST001968	Genome-wide genotyping array
2013-11-01	23583980	Fingerlin TE	2013-04-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583980	Genome-wide association study identifies multiple susceptibility loci for pulmonary fibrosis.	Interstitial lung disease	1,161 European ancestry cases, 4,683 European ancestry controls	876 European ancestry cases, 1,890 European ancestry controls	10q21.3	10	66465128	NR	CTNNA3			29119			rs2441727-G	rs2441727	0	2441727	intron_variant	0	0.05	1E-6	6.0		1.35	[1.15-1.60]	Illumina [439828]	N	interstitial lung disease	http://www.ebi.ac.uk/efo/EFO_0004244	GCST001968	Genome-wide genotyping array
2013-11-01	23583980	Fingerlin TE	2013-04-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583980	Genome-wide association study identifies multiple susceptibility loci for pulmonary fibrosis.	Interstitial lung disease	1,161 European ancestry cases, 4,683 European ancestry controls	876 European ancestry cases, 1,890 European ancestry controls	15q25.3	15	85524075	NR	AKAP13			11214			rs6496044-G	rs6496044	0	6496044	intron_variant	0	0.33	2E-6	5.698970004336019		1.25	[1.15-1.36]	Illumina [439828]	N	interstitial lung disease	http://www.ebi.ac.uk/efo/EFO_0004244	GCST001968	Genome-wide genotyping array
2013-11-01	23583980	Fingerlin TE	2013-04-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583980	Genome-wide association study identifies multiple susceptibility loci for pulmonary fibrosis.	Interstitial lung disease	1,161 European ancestry cases, 4,683 European ancestry controls	876 European ancestry cases, 1,890 European ancestry controls	3q26.2	3	169800667	LRRC34	LRRC34			151827			rs6793295-C	rs6793295	0	6793295	missense_variant	0	0.26	8E-13	12.096910013008056		1.3	[1.19-1.42]	Illumina [439828]	N	interstitial lung disease	http://www.ebi.ac.uk/efo/EFO_0004244	GCST001968	Genome-wide genotyping array
2013-11-01	23583980	Fingerlin TE	2013-04-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583980	Genome-wide association study identifies multiple susceptibility loci for pulmonary fibrosis.	Interstitial lung disease	1,161 European ancestry cases, 4,683 European ancestry controls	876 European ancestry cases, 1,890 European ancestry controls	4q22.1	4	88890044	FAM13A	FAM13A			10144			rs2609255-G	rs2609255	0	2609255	intron_variant	0	0.21	2E-11	10.698970004336019		1.29	[1.18-1.42]	Illumina [439828]	N	interstitial lung disease	http://www.ebi.ac.uk/efo/EFO_0004244	GCST001968	Genome-wide genotyping array
2013-11-01	23583980	Fingerlin TE	2013-04-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583980	Genome-wide association study identifies multiple susceptibility loci for pulmonary fibrosis.	Interstitial lung disease	1,161 European ancestry cases, 4,683 European ancestry controls	876 European ancestry cases, 1,890 European ancestry controls	5p15.33	5	1286401	TERT	TERT			7015			rs2736100-A	rs2736100	0	2736100	intron_variant	0	0.49	2E-19	18.69897000433602		1.37	[1.27-1.49]	Illumina [439828]	N	interstitial lung disease	http://www.ebi.ac.uk/efo/EFO_0004244	GCST001968	Genome-wide genotyping array
2013-11-01	23583980	Fingerlin TE	2013-04-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583980	Genome-wide association study identifies multiple susceptibility loci for pulmonary fibrosis.	Interstitial lung disease	1,161 European ancestry cases, 4,683 European ancestry controls	876 European ancestry cases, 1,890 European ancestry controls	6p24.3	6	7562999	DSP	DSP			1832			rs2076295-G	rs2076295	0	2076295	intron_variant	0	0.44	1E-19	19.0		1.43	[1.32-1.55]	Illumina [439828]	N	interstitial lung disease	http://www.ebi.ac.uk/efo/EFO_0004244	GCST001968	Genome-wide genotyping array
2013-11-01	23583980	Fingerlin TE	2013-04-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583980	Genome-wide association study identifies multiple susceptibility loci for pulmonary fibrosis.	Interstitial lung disease	1,161 European ancestry cases, 4,683 European ancestry controls	876 European ancestry cases, 1,890 European ancestry controls	7q22.1	7	99995723	intergenic	LOC100128334 - LOC105375423	100128334	105375423		2650	898	rs4727443-C	rs4727443	0	4727443	intergenic_variant	1	0.39	1E-8	8.0		1.3	[1.20-1.41]	Illumina [439828]	N	interstitial lung disease	http://www.ebi.ac.uk/efo/EFO_0004244	GCST001968	Genome-wide genotyping array
2013-11-01	23583980	Fingerlin TE	2013-04-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583980	Genome-wide association study identifies multiple susceptibility loci for pulmonary fibrosis.	Interstitial lung disease	1,161 European ancestry cases, 4,683 European ancestry controls	876 European ancestry cases, 1,890 European ancestry controls	8p23.2	8	4760288	NR	CSMD1			64478			rs1379326-C	rs1379326	0	1379326	intron_variant	0	0.26	1E-7	7.0		1.78	[1.45-2.19]	Illumina [439828]	N	interstitial lung disease	http://www.ebi.ac.uk/efo/EFO_0004244	GCST001968	Genome-wide genotyping array
2013-11-01	23583980	Fingerlin TE	2013-04-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23583980	Genome-wide association study identifies multiple susceptibility loci for pulmonary fibrosis.	Interstitial lung disease	1,161 European ancestry cases, 4,683 European ancestry controls	876 European ancestry cases, 1,890 European ancestry controls	10q24.33	10	103913084	OBFC1	OBFC1			79991			rs11191865-A	rs11191865	0	11191865	intron_variant	0	0.49	2E-8	7.698970004336019		1.25	[1.15-1.35]	Illumina [439828]	N	interstitial lung disease	http://www.ebi.ac.uk/efo/EFO_0004244	GCST001968	Genome-wide genotyping array
