DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2015-05-30	25241909	Lee JH	2014-09-21	Respir Res	www.ncbi.nlm.nih.gov/pubmed/25241909	Genetic susceptibility for chronic bronchitis in chronic obstructive pulmonary disease.	Chronic bronchitis in chronic obstructive pulmonary disease	1,662 European ancestry cases, 3,777 European ancestry controls	NA	1q23.3	1	161690011	ATF6, RPL31P11	RPL31P11 - FCRLA	641311	84824		4759	16961	rs114931935-A	rs114931935	0	114931935	intergenic_variant	1	0.04	5E-7	6.301029995663981		1.88	[1.47-2.40]	Illumina [NR] (imputed)	N	chronic obstructive pulmonary disease, chronic bronchitis	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0006505	GCST002621	Genome-wide genotyping array
2015-06-01	25241909	Lee JH	2014-09-21	Respir Res	www.ncbi.nlm.nih.gov/pubmed/25241909	Genetic susceptibility for chronic bronchitis in chronic obstructive pulmonary disease.	Chronic bronchitis and chronic obstructive pulmonary disease	up to 1,662 European ancestry cases, up to 3,520 European ancestry smoker controls, 182 African American cases, 1,749 African American smoker controls	NA	4q22.1	4	88948181	FAM13A	FAM13A, LOC105377327			10144, 105377327			rs2869967-C	rs2869967	0	2869967	intron_variant	0	0.41	6E-10	9.221848749616356	(EA)	1.38	[1.25-1.53]	Illumina [NR] (imputed)	N	chronic obstructive pulmonary disease, chronic bronchitis	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0006505	GCST002625	Genome-wide genotyping array
2015-06-01	25241909	Lee JH	2014-09-21	Respir Res	www.ncbi.nlm.nih.gov/pubmed/25241909	Genetic susceptibility for chronic bronchitis in chronic obstructive pulmonary disease.	Chronic bronchitis and chronic obstructive pulmonary disease	up to 1,662 European ancestry cases, up to 3,520 European ancestry smoker controls, 182 African American cases, 1,749 African American smoker controls	NA	11p15.5	11	831818	EFCAB4A, CHID1, AP2A2	CRACR2B			283229			rs34391416-A	rs34391416	0	34391416	3_prime_UTR_variant	0	0.05	5E-8	7.301029995663981	(EA)	1.93	[1.53-2.45]	Illumina [NR] (imputed)	N	chronic obstructive pulmonary disease, chronic bronchitis	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0006505	GCST002625	Genome-wide genotyping array
2015-06-01	25241909	Lee JH	2014-09-21	Respir Res	www.ncbi.nlm.nih.gov/pubmed/25241909	Genetic susceptibility for chronic bronchitis in chronic obstructive pulmonary disease.	Chronic bronchitis and chronic obstructive pulmonary disease	up to 1,662 European ancestry cases, up to 3,520 European ancestry smoker controls, 182 African American cases, 1,749 African American smoker controls	NA	2q14.2	2	119571288	PCDP1	CFAP221			200373			rs139257032-T	rs139257032	0	139257032	intron_variant	0	0.02	3E-7	6.522878745280337	(EA)	3.35	[2.12-5.30]	Illumina [NR] (imputed)	N	chronic obstructive pulmonary disease, chronic bronchitis	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0006505	GCST002625	Genome-wide genotyping array
2015-06-01	25241909	Lee JH	2014-09-21	Respir Res	www.ncbi.nlm.nih.gov/pubmed/25241909	Genetic susceptibility for chronic bronchitis in chronic obstructive pulmonary disease.	Chronic bronchitis and chronic obstructive pulmonary disease	up to 1,662 European ancestry cases, up to 3,520 European ancestry smoker controls, 182 African American cases, 1,749 African American smoker controls	NA	15q26.2	15	94163844	MCTP2	LINC01581 - LOC105370984	101927112	105370984		55906	32935	rs12910412-G	rs12910412	0	12910412	intergenic_variant	1	0.46	5E-7	6.301029995663981	(EA)	1.3	[1.17-1.44]	Illumina [NR] (imputed)	N	chronic obstructive pulmonary disease, chronic bronchitis	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0006505	GCST002625	Genome-wide genotyping array
2015-06-01	25241909	Lee JH	2014-09-21	Respir Res	www.ncbi.nlm.nih.gov/pubmed/25241909	Genetic susceptibility for chronic bronchitis in chronic obstructive pulmonary disease.	Chronic bronchitis and chronic obstructive pulmonary disease	up to 1,662 European ancestry cases, up to 3,520 European ancestry smoker controls, 182 African American cases, 1,749 African American smoker controls	NA	4q31.21	4	144585304	HHIP-AS1	KRT18P51 - HHIP-AS1	391703	646576		12318	57612	rs13141641-T	rs13141641	0	13141641	intergenic_variant	1	0.58	3E-6	5.522878745280337	(EA)	1.27	[NR]	Illumina [NR] (imputed)	N	chronic obstructive pulmonary disease, chronic bronchitis	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0006505	GCST002625	Genome-wide genotyping array
2015-06-01	25241909	Lee JH	2014-09-21	Respir Res	www.ncbi.nlm.nih.gov/pubmed/25241909	Genetic susceptibility for chronic bronchitis in chronic obstructive pulmonary disease.	Chronic bronchitis and chronic obstructive pulmonary disease	up to 1,662 European ancestry cases, up to 3,520 European ancestry smoker controls, 182 African American cases, 1,749 African American smoker controls	NA	15q25.1	15	78606381	AGPHD1, CHRNA3, IREB2	CHRNA3			1136			rs12914385-T	rs12914385	0	12914385	intron_variant	0	0.42	3E-6	5.522878745280337	(EA)	1.27	[NR]	Illumina [NR] (imputed)	N	chronic obstructive pulmonary disease, chronic bronchitis	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0006505	GCST002625	Genome-wide genotyping array
2015-06-01	25241909	Lee JH	2014-09-21	Respir Res	www.ncbi.nlm.nih.gov/pubmed/25241909	Genetic susceptibility for chronic bronchitis in chronic obstructive pulmonary disease.	Chronic bronchitis and chronic obstructive pulmonary disease	up to 1,662 European ancestry cases, up to 3,520 European ancestry smoker controls, 182 African American cases, 1,749 African American smoker controls	NA	4q22.1	4	88945562	FAM13A	FAM13A, LOC105377327			10144, 105377327			rs4416442-?	rs4416442	0	4416442	intron_variant	0	0.4	2E-10	9.698970004336019		1.36	[1.24-1.50]	Illumina [NR] (imputed)	N	chronic obstructive pulmonary disease, chronic bronchitis	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0006505	GCST002625	Genome-wide genotyping array
2015-06-01	25241909	Lee JH	2014-09-21	Respir Res	www.ncbi.nlm.nih.gov/pubmed/25241909	Genetic susceptibility for chronic bronchitis in chronic obstructive pulmonary disease.	Chronic bronchitis and chronic obstructive pulmonary disease	up to 1,662 European ancestry cases, up to 3,520 European ancestry smoker controls, 182 African American cases, 1,749 African American smoker controls	NA	15q25.1	15	78606381	CHRNA3, AGPHD1	CHRNA3			1136			rs12914385-?	rs12914385	0	12914385	intron_variant	0	0.42	2E-8	7.698970004336019		1.32	[1.20-1.45]	Illumina [NR] (imputed)	N	chronic obstructive pulmonary disease, chronic bronchitis	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0006505	GCST002625	Genome-wide genotyping array
2015-06-01	25241909	Lee JH	2014-09-21	Respir Res	www.ncbi.nlm.nih.gov/pubmed/25241909	Genetic susceptibility for chronic bronchitis in chronic obstructive pulmonary disease.	Chronic bronchitis and chronic obstructive pulmonary disease	up to 1,662 European ancestry cases, up to 3,520 European ancestry smoker controls, 182 African American cases, 1,749 African American smoker controls	NA	11p15.5	11	831818	EFCAB4A	CRACR2B			283229			rs34391416-?	rs34391416	0	34391416	3_prime_UTR_variant	0	0.05	3E-7	6.522878745280337		1.85	[1.46-2.34]	Illumina [NR] (imputed)	N	chronic obstructive pulmonary disease, chronic bronchitis	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0006505	GCST002625	Genome-wide genotyping array
2015-06-01	25241909	Lee JH	2014-09-21	Respir Res	www.ncbi.nlm.nih.gov/pubmed/25241909	Genetic susceptibility for chronic bronchitis in chronic obstructive pulmonary disease.	Chronic bronchitis and chronic obstructive pulmonary disease	up to 1,662 European ancestry cases, up to 3,520 European ancestry smoker controls, 182 African American cases, 1,749 African American smoker controls	NA	2p25.1	2	10060189	CYS1	CYS1			192668			rs12692398-A	rs12692398	0	12692398	intron_variant	0	0.2	3E-8	7.522878745280337	(EA, COPDGene + GenKOLS)	1.44	[1.26-1.64]	Illumina [NR] (imputed)	N	chronic obstructive pulmonary disease, chronic bronchitis	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0006505	GCST002625	Genome-wide genotyping array
2015-06-01	25241909	Lee JH	2014-09-21	Respir Res	www.ncbi.nlm.nih.gov/pubmed/25241909	Genetic susceptibility for chronic bronchitis in chronic obstructive pulmonary disease.	Chronic bronchitis and chronic obstructive pulmonary disease	up to 1,662 European ancestry cases, up to 3,520 European ancestry smoker controls, 182 African American cases, 1,749 African American smoker controls	NA	8p23.2	8	3448320	CSMD1	CSMD1			64478			rs142700918-G	rs142700918	0	142700918	intron_variant	0	0.93	1E-6	6.0	(EA, COPDGene + GenKOLS)	1.78	[1.41-2.25]	Illumina [NR] (imputed)	N	chronic obstructive pulmonary disease, chronic bronchitis	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0006505	GCST002625	Genome-wide genotyping array
